agent,condition,seed,success_rate,mean_reward,collision_rate,collisions_per_ep,iala_violations,cte_mean,dropped_frames,docking_accuracy,optimality_ratio,mean_steps,n_solved,n_eval
DoubleDQN,mid,3,30.0,-73.37031333333334,36.666666666666664,0.43333333333333335,18.6,12.035176666666668,8.566666666666666,4.985122222222222,4.429744444444444,47.733333333333334,9,30
DoubleDQN,mid,4,56.666666666666664,-1.0960399999999964,3.3333333333333335,0.03333333333333333,5.9,10.11972,6.933333333333334,5.314964705882352,1.5257941176470589,35.666666666666664,17,30
DoubleDQN,mid,5,3.3333333333333335,-165.01677333333328,33.33333333333333,1.0666666666666667,21.8,113.43717333333332,11.466666666666667,3.9749,1.0,58.03333333333333,1,30
DoubleDQN,mid,6,13.333333333333334,-114.49761000000002,20.0,0.3,16.533333333333335,23.64299,11.033333333333333,1.9897,4.36145,56.5,4,30
DoubleDQN,mid,7,20.0,-100.48211333333332,23.333333333333332,0.4666666666666667,14.3,25.481153333333328,10.0,4.004183333333334,3.2175333333333334,52.7,6,30
DoubleDQN,mid,8,26.666666666666668,-135.35211666666666,36.666666666666664,2.033333333333333,14.5,51.86891000000001,8.5,4.073475,1.6420249999999998,48.46666666666667,8,30
DoubleDQN,mid,9,30.0,-87.84045000000002,36.666666666666664,0.5333333333333333,17.033333333333335,43.05147333333333,10.066666666666666,4.605211111111111,3.7230333333333334,51.766666666666666,9,30
DoubleDQN,mid,10,0.0,-169.20033666666666,20.0,0.43333333333333335,24.733333333333334,131.2346,12.5,,,60.0,0,30
DoubleDQN,mid,11,23.333333333333332,-101.69669666666668,20.0,0.5,17.1,50.09411,9.633333333333333,7.588628571428572,1.4430857142857143,49.03333333333333,7,30
DoubleDQN,mid,12,16.666666666666664,-100.62942999999999,16.666666666666664,0.16666666666666666,22.433333333333334,36.286719999999995,10.266666666666667,1.56502,1.9125200000000002,53.36666666666667,5,30
DoubleDQN,mid,13,16.666666666666664,-116.09797333333334,66.66666666666666,0.9,19.966666666666665,7.984226666666667,10.566666666666666,4.87214,1.6161999999999999,52.46666666666667,5,30
DoubleDQN,mid,14,16.666666666666664,-100.13924,23.333333333333332,0.23333333333333334,17.6,12.728689999999997,10.733333333333333,3.88804,2.08316,53.1,5,30
DuelingDQN,clean,0,20.0,-76.96953,13.333333333333334,0.13333333333333333,0.0,11.580246666666666,0.0,0.0,1.0,50.13333333333333,6,30
DuelingDQN,clean,1,20.0,-90.96538333333332,6.666666666666667,0.06666666666666667,0.0,28.959293333333335,0.0,0.0,1.1959833333333334,49.833333333333336,6,30
DuelingDQN,clean,2,53.333333333333336,-3.8396566666666683,13.333333333333334,0.13333333333333333,0.0,1.11242,0.0,0.0,1.0,34.86666666666667,16,30
DuelingDQN,clean,3,80.0,35.667080000000006,33.33333333333333,0.3333333333333333,0.0,0.21840333333333334,0.0,0.0,1.9139666666666668,35.233333333333334,24,30
DuelingDQN,clean,4,30.0,-54.40969,0.0,0.0,0.0,4.9994000000000005,0.0,0.0,1.0,44.43333333333333,9,30
DuelingDQN,clean,5,46.666666666666664,-33.59115333333333,46.666666666666664,0.4666666666666667,0.0,42.948146666666666,0.0,0.0,1.0,35.666666666666664,14,30
DuelingDQN,clean,6,16.666666666666664,-87.61481666666667,0.0,0.0,0.0,5.507953333333333,0.0,0.0,1.0,51.266666666666666,5,30
DuelingDQN,clean,7,30.0,-53.15128333333334,0.0,0.0,0.0,0.9188633333333333,0.0,0.0,1.0,44.8,9,30
DuelingDQN,clean,8,23.333333333333332,-72.22796666666666,0.0,0.0,0.0,5.832253333333333,0.0,0.0,1.0,48.4,7,30
DuelingDQN,clean,9,40.0,-31.379156666666667,0.0,0.0,0.0,5.733103333333333,0.0,0.0,1.0,39.333333333333336,12,30
DuelingDQN,clean,10,20.0,-111.86387666666668,23.333333333333332,0.7,0.0,14.783363333333334,0.0,0.0,1.0,49.96666666666667,6,30
DuelingDQN,clean,11,60.0,16.791786666666663,0.0,0.0,0.0,3.547166666666667,0.0,0.0,1.0,31.3,18,30
DuelingDQN,clean,12,13.333333333333334,-103.34981666666664,0.0,0.0,0.0,55.62218666666667,0.0,0.0,1.0,52.7,4,30
DuelingDQN,clean,13,0.0,-171.53676333333337,16.666666666666664,0.16666666666666666,0.0,175.93451000000002,0.0,,,60.0,0,30
DuelingDQN,clean,14,30.0,-55.56790999999998,0.0,0.0,0.0,25.93714333333333,0.0,0.0,1.0,45.06666666666667,9,30
DuelingDQN,harsh,0,6.666666666666667,-169.27483666666666,53.333333333333336,1.5333333333333334,74.6,106.26880666666666,22.466666666666665,7.011850000000001,3.11255,57.53333333333333,2,30
