config_id,algorithm,noise_std,packet_error_rate,seed,env_seed,phase,episode,reward,success,steps,invalid,revisit,route_cost,optimal_cost,excess_cost,optimality_ratio,route_risk,route_difficulty,route_distance,collisions,collision_flag,cte_mean,iala_violations,dropped_frames,docking_accuracy,lane,goal_lane,start,goal,terminated,truncated
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,66,-30.0836,1,56,2,34,291.67,126.42,165.25,2.3072,3.105,7.289,1845.21,2,1,10.9574,62,13,16.1791,L02,L08,L02_WP004,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,67,-192.7935,0,60,2,55,322.19,76.66,,,3.666,8.5,1962.35,2,1,10.7794,65,10,,L08,L01,L08_WP012,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,68,-182.4429,0,60,1,50,325.08,80.32,,,3.264,8.28,1994.49,2,1,10.399,63,12,,L08,L08,L08_WP006,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,69,-236.4824,0,60,2,47,324.85,121.15,,,3.285,8.344,1962.95,4,1,13.5051,60,13,,L08,L02,L08_WP005,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,70,-138.2536,0,60,0,54,335.98,63.89,,,3.216,8.831,2026.67,0,0,22.259,65,13,,L08,L08,L08_WP009,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,71,37.7818,1,25,0,8,149.13,112.48,36.65,1.3258,1.31,3.323,939.7,2,1,10.0347,24,3,3.8167,L02,L08,L02_WP007,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,72,-194.0138,0,60,2,53,323.97,87.36,,,3.41,8.129,1960.67,2,1,16.2234,61,2,,L08,L02,L08_WP011,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,73,-200.9404,0,60,3,44,320.07,53.06,,,3.128,8.245,1931.49,1,1,245.017,61,13,,L08,L01,L08_WP016,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,74,-153.7944,0,60,3,36,326.47,134.57,,,3.243,7.078,2092.62,1,1,15.2231,56,14,,L02,L01,L02_WP002,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,75,-136.5006,0,60,4,45,265.41,105.37,,,2.855,6.372,1711.91,0,0,9.8329,57,15,,L02,L02,L02_WP001,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,76,-136.6341,0,60,1,50,286.77,110.92,,,3.084,7.461,1802.79,0,0,25.1893,72,16,,L02,L01,L02_WP007,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,77,-282.3769,0,60,0,54,332.72,51.91,,,3.574,8.518,2032.77,6,1,10.3146,62,9,,L08,L08,L08_WP011,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,78,-152.4649,0,60,0,46,297.02,102.1,,,3.166,7.658,1844.89,1,1,23.2504,63,11,,L02,L08,L02_WP009,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,79,-188.328,0,60,0,51,332.37,59.16,,,3.274,8.762,2028.05,1,1,181.8456,67,14,,L08,L02,L08_WP016,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,80,-4.1715,1,26,1,11,146.63,90.74,55.89,1.6159,1.291,3.258,914.52,3,1,10.3625,17,7,15.02,L02,L08,L02_WP011,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,81,-173.1615,0,60,1,42,289.88,126.42,,,2.999,7.286,1807.32,2,1,12.6909,68,9,,L02,L08,L02_WP004,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,82,-140.6438,0,60,1,50,361.14,110.43,,,3.698,8.268,2196.79,0,0,18.8303,71,9,,L08,L02,L08_WP007,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,83,-158.6111,0,60,1,52,316.71,131.41,,,2.918,8.195,1999.47,1,1,10.3515,62,9,,L08,L01,L08_WP002,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,84,-236.0166,0,60,2,49,319.76,115.05,,,3.351,8.126,1961.93,4,1,9.9887,56,9,,L08,L01,L08_WP005,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,85,-190.3458,0,60,0,50,392.53,80.32,,,3.758,8.658,2439.92,2,1,40.9741,60,9,,L08,L08,L08_WP006,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,86,81.6059,1,17,0,10,85.21,35.72,49.49,2.3855,0.882,2.349,528.17,0,0,10.6406,20,3,19.4902,L02,L02,L02_WP015,L02_WP022,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,87,52.0988,1,46,1,30,185.86,79.68,106.18,2.3326,2.201,5.515,1120.07,0,0,10.0081,10,9,3.6395,L02,L01,L02_WP013,L01_WP006,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,88,-236.1693,0,60,4,47,335.41,65.06,,,3.44,7.746,2097.16,3,1,85.8881,62,13,,L08,L01,L08_WP014,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,89,-150.5147,0,60,1,53,294.69,81.72,,,3.066,6.688,1814.94,0,0,89.0261,67,11,,L02,L02,L02_WP006,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,90,-250.4257,0,60,1,47,337.28,71.16,,,3.065,8.625,1997.65,3,1,240.4831,58,11,,L08,L02,L08_WP014,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,91,-166.2051,0,60,2,46,330.54,51.91,,,2.737,8.27,1959.24,1,1,75.7631,55,15,,L08,L08,L08_WP011,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,92,-295.4363,0,60,2,46,326.67,71.16,,,2.864,7.825,1962.72,5,1,214.0223,69,12,,L08,L02,L08_WP014,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,93,-162.3532,0,60,5,40,273.16,110.92,,,2.979,7.167,1696.39,1,1,10.1498,58,8,,L02,L01,L02_WP007,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,94,-142.6639,0,60,3,51,311.62,70.12,,,2.74,8.337,1924.43,0,0,16.4219,60,17,,L08,L08,L08_WP008,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,95,-328.9272,0,60,2,51,322.86,99.34,,,3.035,8.816,1971.42,6,1,158.8527,60,8,,L08,L02,L08_WP009,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,96,-184.3792,0,60,1,55,326.42,59.93,,,3.651,8.536,1996.15,1,1,88.0687,69,11,,L08,L01,L08_WP015,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,97,-240.4355,0,60,2,51,322.21,47.31,,,3.378,7.911,1961.73,4,1,21.7467,62,10,,L08,L08,L08_WP012,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,98,-147.3148,0,60,1,41,306.01,110.92,,,3.063,7.578,1909.81,1,1,10.9361,43,12,,L02,L01,L02_WP007,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,99,-341.9572,0,60,2,49,360.9,126.8,,,3.083,8.318,2172.53,8,1,19.4901,60,11,,L08,L02,L08_WP004,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,100,-154.9451,0,60,3,42,276.71,139.38,,,2.651,6.626,1746.08,1,1,10.577,68,20,,L02,L01,L02_WP001,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,101,-193.4522,0,60,1,45,328.01,11.62,,,3.545,8.522,1999.13,1,1,214.4262,67,15,,L08,L08,L08_WP018,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,102,-184.6757,0,60,1,50,323.96,76.66,,,3.312,7.737,1997.74,2,1,18.2133,56,6,,L08,L01,L08_WP012,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,103,-158.7554,0,60,4,41,277.14,86.18,,,2.757,6.86,1724.9,1,1,10.0682,64,8,,L02,L02,L02_WP005,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,104,39.0417,1,49,2,26,235.45,105.37,130.08,2.2345,2.45,5.722,1448.3,0,0,9.9783,47,9,11.4567,L02,L02,L02_WP001,L02_WP022,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,105,-151.6429,0,60,3,39,278.31,105.37,,,2.908,6.984,1753.92,1,1,9.6462,62,9,,L02,L02,L02_WP001,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,106,105.7286,1,8,0,2,40.02,30.76,9.26,1.301,0.463,1.141,249.56,0,0,9.6527,6,3,7.8942,L02,L02,L02_WP016,L02_WP022,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,107,-244.4504,0,60,1,41,332.97,47.07,,,3.383,7.799,2065.19,4,1,179.4717,57,13,,L08,L02,L08_WP018,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,108,-199.0912,0,60,3,48,317.59,92.73,,,3.075,8.649,1935.23,1,1,172.6656,57,14,,L08,L02,L08_WP010,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,109,-200.3443,0,60,5,49,306.14,93.24,,,3.212,7.694,1859,2,1,10.8848,69,13,,L08,L01,L08_WP009,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,110,-222.4573,0,60,4,45,313.15,77.66,,,3.128,8.323,1897.66,2,1,206.1612,65,10,,L08,L02,L08_WP013,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,111,-184.5366,0,60,0,51,331.37,71.56,,,3.535,8.568,2028.53,2,1,56.5083,67,10,,L08,L01,L08_WP013,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,112,-229.1122,0,60,1,45,327.85,87.36,,,3.383,8.37,1999.25,4,1,47.78,63,15,,L08,L02,L08_WP011,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,113,-176.5447,0,60,1,52,238.99,53.04,,,3.51,6.694,1462.45,2,1,12.406,15,15,,L08,L02,L08_WP017,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,114,-128.1623,0,60,0,50,329.96,126.24,,,2.993,8.48,2028.57,0,0,11.0131,65,10,,L08,L01,L08_WP003,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,115,-182.5274,0,60,2,55,314.33,74.98,,,3.412,8.984,1968.99,1,1,72.9824,52,10,,L08,L08,L08_WP007,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,116,-307.061,0,60,3,47,324.69,57.28,,,2.837,8.27,1931.23,6,1,135.0625,65,10,,L08,L08,L08_WP010,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,117,-0.7754,1,33,0,16,189.47,112.48,76.99,1.6845,1.675,4.24,1187.25,3,1,11.27,34,7,2.9035,L02,L08,L02_WP007,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,118,-193.677,0,60,0,44,293.62,105.37,,,2.65,6.93,1841.12,3,1,10.6782,68,8,,L02,L02,L02_WP001,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,119,30.57,1,47,1,22,246.62,136.13,110.49,1.8117,2.185,5.57,1555.49,1,1,10.3416,47,10,0.7395,L02,L08,L02_WP002,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,120,48.5954,1,27,0,10,132.91,89.18,43.73,1.4904,1.339,3.422,820.36,1,1,10.3768,15,4,20.3815,L02,L01,L02_WP011,L01_WP006,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,121,-132.5227,0,60,0,55,326.59,91.35,,,3.364,9.072,2037.03,0,0,10.6272,68,9,,L08,L08,L08_WP004,L08_WP020,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,122,-140.6284,0,60,3,51,295.41,54.78,,,2.593,6.747,1852.11,0,0,10.1723,11,18,,L02,L01,L02_WP018,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,123,-185.7168,0,60,1,48,325.98,40.97,,,3.504,7.846,2001.98,1,1,166.8439,55,10,,L08,L01,L08_WP018,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,124,-208.4676,0,60,3,46,317.9,87.36,,,2.768,7.803,1933.51,2,1,162.6291,61,10,,L08,L02,L08_WP011,L02_WP022,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,125,75.8606,1,21,0,10,89.01,59.29,29.72,1.5013,1.175,2.766,538.22,0,0,9.8695,3,9,32.214,L02,L01,L02_WP017,L01_WP006,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,126,1.7411,1,42,1,21,199.62,96.02,103.6,2.0789,2.174,5.205,1258.57,2,1,11.3676,46,8,14.1863,L02,L02,L02_WP003,L02_WP022,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,127,-8.2169,1,58,0,47,314.1,76.31,237.79,4.1161,2.671,7.031,1972.76,1,1,10.7374,48,11,12.0683,L02,L08,L02_WP014,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,128,-179.098,0,60,1,48,300.43,34.01,,,2.755,7.193,1826.55,1,1,169.62,63,12,,L02,L01,L02_WP022,L01_WP006,0,1
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,129,117.9715,1,1,0,0,5.44,5.44,0,1,0.032,0.147,34.54,0,0,10.6691,0,0,1.5389,L08,L08,L08_WP019,L08_WP020,1,0
DQN_n0.25_p0.2,DQN,0.25,0.2,5,47,train,130,-244.1459,0,60,3,51,298.53,86.08,,,2.99,6.788,1894.96,4,1,20.012,77,16,,L02,L08,L02_WP012,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,1,-219.7832,0,60,21,27,340.54,120.27,,,3.021,5.062,2132.2,0,0,41.8075,67,19,,L08,L02,L08_WP005,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,2,-251.2586,0,60,31,17,197.34,83.57,,,1.961,3.425,1194.26,0,0,121.1748,48,27,,L02,L01,L02_WP013,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,3,-241.3333,0,60,31,21,193.97,85.44,,,1.698,3.648,1182.6,0,0,17.4655,42,19,,L08,L08,L08_WP005,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,4,-300.0896,0,60,38,14,272.52,82.29,,,2.401,2.955,1754.39,0,0,113.1657,55,21,,L08,L02,L08_WP012,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,5,81.1742,1,1,0,0,6.79,6.79,0,1,0.043,0.174,34.54,1,1,14.5534,0,0,16.0926,L08,L08,L08_WP019,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,6,-312.8461,0,60,32,19,277.89,126.86,,,3.74,3.934,1774.71,2,1,40.9767,56,27,,L02,L01,L02_WP005,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,7,-252.7874,0,60,30,20,342.36,73.33,,,2.895,3.803,2228.64,0,0,21.793,62,24,,L08,L08,L08_WP007,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,8,-293.5491,0,60,45,9,76.49,47.01,,,0.631,1.817,467.27,0,0,60.0874,26,25,,L02,L08,L02_WP020,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,9,-286.9509,0,60,39,14,143.61,87.1,,,1.19,2.395,910.87,0,0,95.1231,35,21,,L08,L02,L08_WP011,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,10,-268.1322,0,60,34,19,230.16,63.27,,,1.902,3.183,1484.94,0,0,54.9198,44,25,,L08,L08,L08_WP009,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,11,-323.8094,0,60,49,4,53.41,22.7,,,0.526,1.282,337.51,0,0,139.1378,14,22,,L02,L02,L02_WP018,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,12,-400.7366,0,60,49,7,115.72,101.07,,,1.393,1.326,796.03,2,1,175.4676,25,20,,L02,L01,L02_WP010,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,13,-324.6693,0,60,55,3,24.75,124.68,,,0.232,0.69,152.85,0,0,12.7856,5,31,,L02,L08,L02_WP006,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,14,-341.157,0,60,59,0,4.6,67.87,,,0.029,0.089,33.7,0,0,12.3233,1,21,,L08,L08,L08_WP008,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,15,-342,0,60,60,0,0,56.07,,,0,0,0,0,0,0,0,33,,L02,L02,L02_WP012,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,16,-341.1752,0,60,53,4,136.81,110.08,,,1.674,1.349,977.85,0,0,76.2273,24,25,,L02,L08,L02_WP009,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,17,-277.8744,0,60,41,16,100.46,82.29,,,0.798,1.788,646.71,0,0,14.0422,26,28,,L08,L02,L08_WP012,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,18,-337.0712,0,60,58,1,10.84,61.6,,,0.078,0.262,61.02,0,0,17.6854,4,22,,L02,L02,L02_WP011,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,19,-143.271,0,60,5,42,302.28,95.55,,,2.487,6.314,1858.19,0,0,13.1763,79,20,,L08,L08,L08_WP003,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,20,-196.5339,0,60,7,44,318.7,91.93,,,2.845,7.249,1803.24,0,0,213.901,68,22,,L08,L02,L08_WP010,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,21,-222.9405,0,60,5,45,282.8,135.12,,,2.651,6.494,1687.32,3,1,46.6255,82,21,,L02,L08,L02_WP004,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,22,-178.201,0,60,0,55,315.79,54.21,,,2.382,5.622,2043.85,1,1,89.412,79,22,,L08,L02,L08_WP017,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,23,-384.6116,0,60,0,52,368.66,60.51,,,3.089,8.845,2159.42,10,1,13.4683,80,24,,L08,L01,L08_WP015,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,24,107.3716,1,6,0,3,48.2,36.28,11.92,1.3286,0.295,1.075,291.2,0,0,12.0259,0,2,4.0101,L02,L08,L02_WP022,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,25,44.7245,1,30,0,23,123.59,33.13,90.46,3.7305,1.424,3.408,729.04,1,1,17.1099,0,11,7.1803,L02,L01,L02_WP022,L01_WP006,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,26,-249.1363,0,60,3,49,284.28,98.84,,,2.905,6.284,1749.07,4,1,40.4077,79,26,,L02,L02,L02_WP004,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,27,-251.434,0,60,2,47,234.3,86.72,,,2.724,9.829,1271.93,5,1,12.6074,28,19,,L02,L08,L02_WP013,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,28,-11.4868,1,49,1,36,268.26,67.87,200.39,3.9526,2.311,5.844,1641.53,2,1,12.9407,61,19,0.8361,L08,L08,L08_WP008,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,29,27.9209,1,20,0,13,100.7,58.98,41.72,1.7074,0.952,3.492,561.94,2,1,11.8058,5,7,17.2448,L02,L08,L02_WP018,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,30,17.1561,1,57,1,36,337.98,119.77,218.21,2.8219,3.051,7.341,2040.24,0,0,16.8754,75,25,15.2091,L02,L08,L02_WP007,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,31,-247.8599,0,60,0,51,260.18,75.99,,,2.692,9.688,1471.76,5,1,12.5078,24,23,,L02,L08,L02_WP015,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,32,-152.9748,0,60,4,54,332.54,48.93,,,3.278,7.94,1928.09,0,0,13.0894,73,17,,L08,L01,L08_WP017,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,33,-239.0916,0,60,1,53,323.84,42.98,,,3.168,9.207,1822.36,4,1,20.59,60,23,,L08,L01,L08_WP018,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,34,-143.3197,0,60,1,45,228.2,101.07,,,2.812,10.432,1204.16,1,1,11.2432,18,20,,L02,L01,L02_WP010,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,35,85.1363,1,19,0,6,129.04,97.88,31.16,1.3183,0.863,2.567,759,0,0,13.4674,19,9,13.6084,L02,L08,L02_WP011,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,36,-205.8215,0,60,0,51,338.77,81.82,,,2.945,7.368,2055.59,3,1,14.1928,83,24,,L08,L01,L08_WP011,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,37,-206.2437,0,60,1,49,314.21,108.16,,,2.405,6.154,2007.55,3,1,13.0201,78,28,,L08,L02,L08_WP007,L02_WP022,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,38,91.9008,1,14,0,4,123.85,110.08,13.77,1.1251,1.038,2.044,758.55,0,0,13.3916,17,5,9.9094,L02,L08,L02_WP009,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,39,-0.5697,1,38,0,32,216.68,25.03,191.65,8.6568,1.87,4.866,1303.22,2,1,26.4933,49,11,2.5425,L08,L08,L08_WP016,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,40,-244.294,0,60,2,51,364.12,60.51,,,3.056,8.246,2131.41,4,1,13.9888,72,24,,L08,L01,L08_WP015,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,41,-26.7218,1,49,4,26,259.37,107.25,152.12,2.4184,2.378,6.136,1535.88,2,1,13.4728,61,23,14.932,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,42,-135.8701,0,60,3,45,299.02,119.67,,,2.377,5.48,1937.62,0,0,13.4639,74,28,,L08,L01,L08_WP004,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,43,-199.8344,0,60,3,54,347.56,48.93,,,3.135,8.639,1963.72,2,1,14.1663,76,31,,L08,L01,L08_WP017,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,44,82.631,1,23,0,4,152.81,130.01,22.8,1.1754,1.143,3.248,878.67,0,0,12.8571,22,6,15.082,L02,L08,L02_WP005,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,45,-8.5579,1,46,1,34,263.03,63.27,199.76,4.1573,2.387,6.267,1543.2,2,1,13.883,62,12,1.0765,L08,L08,L08_WP009,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,46,-207.4212,0,60,3,39,327.01,107.25,,,2.945,7.495,1938.95,3,1,12.9725,81,20,,L08,L08,L08_WP001,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,47,116.0962,1,3,0,1,15.44,5.28,10.16,2.9242,0.144,0.293,94.02,0,0,23.3866,4,1,0.451,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,48,89.5958,1,4,0,1,25.21,13.43,11.78,1.8771,0.215,0.67,137.89,1,1,17.8778,4,3,0.8187,L08,L08,L08_WP018,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,49,-137.752,0,60,1,56,306.49,70.84,,,2.312,5.34,2010.76,0,0,13.6241,84,20,,L08,L01,L08_WP013,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,50,-124.2503,0,60,0,47,316.32,125.1,,,2.541,5.862,2039.83,0,0,11.9462,73,24,,L08,L01,L08_WP003,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,51,114.7318,1,3,0,1,15.44,5.28,10.16,2.9242,0.144,0.293,94.02,0,0,20.3849,3,2,2.1612,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,52,101.5572,1,12,0,0,92.35,92.35,0,1,0.614,1.707,542.94,0,0,12.7962,12,8,7.5012,L02,L08,L02_WP012,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,53,-337.1575,0,60,2,55,354.06,29.55,,,3.161,8.688,1998.41,7,1,73.2801,67,23,,L08,L01,L08_WP020,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,54,72.4865,1,13,0,7,83.26,41.56,41.7,2.0034,0.626,1.762,510.47,1,1,19.9592,5,7,3.9488,L02,L08,L02_WP021,L08_WP020,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,55,78.5367,1,23,0,8,124.24,83.49,40.75,1.4881,1.174,3.132,706.6,0,0,13.8155,31,8,18.5418,L02,L02,L02_WP007,L02_WP022,1,0
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,56,-192.5943,0,60,3,51,305.66,47.46,,,2.425,5.898,1944.58,2,1,13.6862,81,26,,L08,L08,L08_WP012,L08_WP020,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,57,-404.5565,0,60,2,54,375.09,36.34,,,3.128,8.543,2135.6,10,1,41.0854,66,25,,L08,L01,L08_WP019,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,58,-211.7783,0,60,1,51,347.65,70.84,,,2.741,6.708,2156.95,3,1,12.6314,76,20,,L08,L01,L08_WP013,L01_WP006,0,1
DQN_n0.25_p0.4,DQN,0.25,0.4,0,42,train,59,-132.9449,0,60,2,46,307.78,119.67,,,2.512,5.827,1966.91,0,0,14.358,91,30,,L08,L01,L08_WP004,L01_WP006,0,1
