algorithm,noise_std,packet_error_rate,metric,shapiro_W,p_value,normal
DuelingDoubleDQN,0.0,0.0,mean_reward,0.9615125796945386,0.8313191816814482,True
DuelingDoubleDQN,0.0,0.0,collision_rate,0.6109500044627785,0.0006205874241504659,False
DuelingDoubleDQN,0.0,0.0,collisions_per_ep,0.6109500044627783,0.0006205874241504612,False
DuelingDoubleDQN,0.0,0.0,iala_violations,,,
DuelingDoubleDQN,0.0,0.0,cte_mean,0.932370854301797,0.5985313920365014,True
DuelingDoubleDQN,0.0,0.0,docking_accuracy,,,
DuelingDoubleDQN,0.0,0.0,dropped_frames,,,
DuelingDoubleDQN,0.0,0.0,optimality_ratio,0.49609440328801946,2.0729244369479206e-05,False
DuelingDoubleDQN,0.0,0.2,success_rate,0.9133594294133304,0.45886355845757093,True
DuelingDoubleDQN,0.0,0.2,mean_reward,0.8647965694960338,0.2062394151783759,True
DuelingDoubleDQN,0.0,0.2,collision_rate,0.9311724425277863,0.5891861130495402,True
DuelingDoubleDQN,0.0,0.2,collisions_per_ep,0.812507631794943,0.0759272045980587,True
DuelingDoubleDQN,0.0,0.2,iala_violations,0.7559767976260958,0.022778208686736738,False
DuelingDoubleDQN,0.0,0.2,cte_mean,0.947100039072286,0.7167490086771541,True
DuelingDoubleDQN,0.0,0.2,docking_accuracy,0.8124214824969669,0.10191204525937853,True
DuelingDoubleDQN,0.0,0.2,dropped_frames,0.9061526796224345,0.41157297683394656,True
DuelingDoubleDQN,0.0,0.2,optimality_ratio,0.8589764572165417,0.22459672487996424,True
DuelingDoubleDQN,0.0,0.4,success_rate,0.8058830393395258,0.06634756302115626,True
DuelingDoubleDQN,0.0,0.4,mean_reward,0.9261470680059843,0.5506931022707318,True
DuelingDoubleDQN,0.0,0.4,collision_rate,0.9453472988263906,0.7025066087675711,True
DuelingDoubleDQN,0.0,0.4,collisions_per_ep,0.8483454259974212,0.15262087557236237,True
DuelingDoubleDQN,0.0,0.4,iala_violations,0.9731758358129488,0.913048388564364,True
DuelingDoubleDQN,0.0,0.4,cte_mean,0.88091077001268,0.27326573256574366,True
DuelingDoubleDQN,0.0,0.4,docking_accuracy,0.8540057537038486,0.23939902949313002,True
DuelingDoubleDQN,0.0,0.4,dropped_frames,0.866689504214489,0.21332495066103985,True
